Date,Name,Description,Planned Duration,Intensity,Notes
2026-09-22,CAP - VC (700m x 6),700m x 6 - effort 02:54 / récup 175.0m x 01:31,45 min,Moderate,
2026-09-23,Natation - Endurance Z2,Endurance Z2 (90 min),90 min,Easy,
2026-09-24,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (120 min),120 min,Easy,
2026-09-26,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-09-27,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-09-28,Vélo - Endurance Z2,Endurance Z2 (142 min),142 min,Easy,
2026-09-28,Renforcement - Pliométrie,Pliométrie (30 min),30 min,Easy,
2026-09-29,CAP - VMA (700m x 6),700m x 6 - effort 02:47 / récup 175.0m x 01:17,39 min,Hard,
2026-09-30,Natation - Endurance Z2,Endurance Z2 (90 min),90 min,Easy,
2026-10-01,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (120 min),120 min,Easy,
2026-10-03,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-10-04,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-10-05,Vélo - Endurance Z2,Endurance Z2 (104 min),104 min,Easy,
2026-10-05,Renforcement - Renforcement général,Renforcement général (30 min),30 min,Easy,
2026-10-06,CAP - VC (1000m x 4),1000m x 4 - effort 04:23 / récup 250.0m x 02:10,45 min,Moderate,
2026-10-07,Natation - Endurance Z2,Endurance Z2 (90 min),90 min,Easy,
2026-10-08,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (120 min),120 min,Easy,
2026-10-10,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-10-11,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-10-12,Vélo - Endurance Z2,Endurance Z2 (80 min),80 min,Easy,
2026-10-12,Renforcement - Renforcement excentrique,Renforcement excentrique (30 min),30 min,Easy,
2026-10-13,CAP - Footing de récupération Z1,Footing de récupération Z1 (86 min),86 min,Recovery,
2026-10-14,Natation - Endurance Z2,Endurance Z2 (90 min),90 min,Easy,
2026-10-15,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (120 min),120 min,Easy,
2026-10-17,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-10-18,CAP - Footing de récupération Z1,Footing de récupération Z1 (86 min),86 min,Recovery,
2026-10-19,Vélo - Endurance Z2,Endurance Z2 (96 min),96 min,Easy,
2026-10-19,Renforcement - Renforcement spécifique,Renforcement spécifique (30 min),30 min,Easy,
2026-10-21,Natation - Endurance Z2,Endurance Z2 (90 min),90 min,Easy,
2026-10-22,CAP - VC (2000m x 3),2000m x 3 - effort 09:08 / récup 500.0m x 04:20,55 min,Moderate,
2026-10-24,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-10-25,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-10-26,Vélo - Endurance Z2,Endurance Z2 (149 min),149 min,Easy,
2026-10-26,Renforcement - Renforcement excentrique,Renforcement excentrique (30 min),30 min,Easy,
2026-10-27,CAP - VMA (2000m x 3),2000m x 3 - effort 08:30 / récup 500.0m x 03:42,56 min,Hard,
2026-10-28,Natation - Endurance Z2,Endurance Z2 (90 min),90 min,Easy,
2026-10-29,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (120 min),120 min,Easy,
2026-10-31,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-11-01,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-11-02,Vélo - Endurance Z2,Endurance Z2 (135 min),135 min,Easy,
2026-11-02,Renforcement - Renforcement général,Renforcement général (30 min),30 min,Easy,
2026-11-03,CAP - VC (2800m x 2),2800m x 2 - effort 13:04 / récup 700.0m x 06:05,63 min,Moderate,
2026-11-04,Natation - Endurance Z2,Endurance Z2 (90 min),90 min,Easy,
2026-11-05,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (120 min),120 min,Easy,
2026-11-07,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-11-08,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-11-09,Vélo - Endurance Z2,Endurance Z2 (80 min),80 min,Easy,
2026-11-09,Renforcement - Renforcement spécifique,Renforcement spécifique (30 min),30 min,Easy,
2026-11-10,CAP - Footing de récupération Z1,Footing de récupération Z1 (70 min),70 min,Recovery,
2026-11-11,Natation - Endurance Z2,Endurance Z2 (90 min),90 min,Easy,
2026-11-12,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (101 min),101 min,Easy,
2026-11-14,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-11-15,CAP - Footing de récupération Z1,Footing de récupération Z1 (70 min),70 min,Recovery,
2026-11-16,Vélo - Endurance Z2,Endurance Z2 (118 min),118 min,Easy,
2026-11-16,Renforcement - Gainage,Gainage (30 min),30 min,Easy,
2026-11-17,CAP - VC (300m x 14),300m x 14 - effort 01:08 / récup 75.0m x 00:39,44 min,Moderate,
2026-11-18,Natation - Endurance Z2,Endurance Z2 (90 min),90 min,Easy,
2026-11-19,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (120 min),120 min,Easy,
2026-11-21,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-11-22,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-11-23,Vélo - Endurance Z2,Endurance Z2 (104 min),104 min,Easy,
2026-11-23,Renforcement - Renforcement spécifique,Renforcement spécifique (30 min),30 min,Easy,
2026-11-24,CAP - VMA (300m x 14),300m x 14 - effort 01:08 / récup 75.0m x 00:33,38 min,Hard,
2026-11-25,Natation - Endurance Z2,Endurance Z2 (90 min),90 min,Easy,
2026-11-26,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (120 min),120 min,Easy,
2026-11-28,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-11-29,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-11-30,Vélo - Récupération active,Récupération active (52 min),52 min,Recovery,
2026-12-01,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
2026-12-02,Natation - Récupération active,Récupération active (60 min),60 min,Recovery,
2026-12-03,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
2026-12-05,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
2026-12-06,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
2026-12-07,Vélo - Récupération active,Récupération active (52 min),52 min,Recovery,
2026-12-08,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
2026-12-09,Natation - Récupération active,Récupération active (60 min),60 min,Recovery,
2026-12-10,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
2026-12-12,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
2026-12-13,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
2026-12-14,Vélo - Récupération active,Récupération active (52 min),52 min,Recovery,
