N° semaine;Jour;Date;Discipline;Type de séance;Détails;Durée (min);Journée type;Plaisir (0-5);Retour Athlète;Commentaires;Niveau semaine;Séances clés;Message Envoyé ?
🔴S-09;*;2026-09-10;Natation;Récupération active;Récupération active (72 min);72;🟦;;;;;;
🔴S-09;*;2026-09-10;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩;;;;;;
⚪S-08;Mardi;2026-09-15;Course;Compétition intermédiaire;Triathlon Mâcon 15/09;0;⭐;;;;;Vélo: Seuil Z4;
⚪S-08;Mercredi;2026-09-16;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨;;;;;Vélo: Seuil Z4;
⚪S-08;Jeudi;2026-09-17;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (61 min);61;🟩;;;;;Vélo: Seuil Z4;
⚪S-08;*;2026-09-17;Natation;Récupération active;Récupération active (72 min);72;🟦;;;;;;
⚪S-08;*;2026-09-17;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩;;;;;;
🔴S-07;Mardi;2026-09-22;CAP;Footing de récupération Z1;Footing de récupération Z1 (91 min);91;🟦;;;;;Vélo: Seuil Z4;
🔴S-07;*;2026-09-22;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩;;;;;;
🔴S-07;Mercredi;2026-09-23;Vélo;Seuil Z4;Seuil Z4 (156 min);156;🟨;;;;;Vélo: Seuil Z4;
🔴S-07;Jeudi;2026-09-24;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;Vélo: Seuil Z4;
🔴S-07;*;2026-09-24;Natation;Récupération active;Récupération active (72 min);72;🟦;;;;;;
🟡S-06;Mardi;2026-09-29;CAP;VMA;VMA 700m x 6 @ 14.1 km/h (effort 02:58 / recup 175.0m x 01:22) - 17min d'intensité;45;🟥;;;;;CAP: VMA, Vélo: Seuil Z4;
🟡S-06;Mercredi;2026-09-30;Vélo;Seuil Z4;Seuil Z4 (180 min);180;🟨;;;;;CAP: VMA, Vélo: Seuil Z4;
🟡S-06;Jeudi;2026-10-01;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VMA, Vélo: Seuil Z4;
🟡S-06;*;2026-10-01;Natation;Récupération active;Récupération active (72 min);72;🟦;;;;;;
🟡S-06;*;2026-10-01;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩;;;;;;
🔴S-05;Mardi;2026-10-06;CAP;Footing de récupération Z1;Footing de récupération Z1 (85 min);85;🟦;;;;;Vélo: Seuil Z4;
🔴S-05;*;2026-10-06;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩;;;;;;
🔴S-05;Mercredi;2026-10-07;Vélo;Seuil Z4;Seuil Z4 (146 min);146;🟨;;;;;Vélo: Seuil Z4;
🔴S-05;Jeudi;2026-10-08;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;Vélo: Seuil Z4;
🔴S-05;*;2026-10-08;Natation;Récupération active;Récupération active (72 min);72;🟦;;;;;;
⚪S-04;Mardi;2026-10-13;CAP;Footing de récupération Z1;Footing de récupération Z1 (35 min);35;🟦;;;;;Vélo: Seuil Z4;
⚪S-04;*;2026-10-13;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩;;;;;;
⚪S-04;Mercredi;2026-10-14;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨;;;;;Vélo: Seuil Z4;
⚪S-04;Jeudi;2026-10-15;Course;Compétition intermédiaire;Sprint de Chambéry 15/10;0;⭐;;;;;Vélo: Seuil Z4;
🟡S-03;Mardi;2026-10-20;CAP;VC;VC 2000m x 2 @ 10.2 km/h (effort 11:47 / recup 500.0m x 05:36) - 23min d'intensité;53;🟨;;;;;CAP: VC, Vélo: Seuil Z4;
🟡S-03;Mercredi;2026-10-21;Vélo;Seuil Z4;Seuil Z4 (116 min);116;🟨;;;;;CAP: VC, Vélo: Seuil Z4;
🟡S-03;Jeudi;2026-10-22;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (106 min);106;🟩;;;;;CAP: VC, Vélo: Seuil Z4;
🟡S-03;*;2026-10-22;Natation;Récupération active;Récupération active (72 min);72;🟦;;;;;;
🟡S-03;*;2026-10-22;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩;;;;;;
🔵S-02;Mardi;2026-10-27;CAP;Footing de récupération Z1;Footing de récupération Z1 (37 min);37;🟦;;;;;;
🔵S-02;Mercredi;2026-10-28;Vélo;Récupération active;Récupération active (52 min);52;🟦;;;;;;
🔵S-02;Jeudi;2026-10-29;CAP;Footing de récupération Z1;Footing de récupération Z1 (37 min);37;🟦;;;;;;
🔵S-02;*;2026-10-29;Natation;Récupération active;Récupération active (60 min);60;🟦;;;;;;
🔵S-01;Mardi;2026-11-03;CAP;Footing de récupération Z1;Footing de récupération Z1 (26 min);26;🟦;;;;;;
🔵S-01;Mercredi;2026-11-04;Vélo;Récupération active;Récupération active (52 min);52;🟦;;;;;;
🔵S-01;Jeudi;2026-11-05;CAP;Footing de récupération Z1;Footing de récupération Z1 (26 min);26;🟦;;;;;;
🔵S-01;*;2026-11-05;Natation;Récupération active;Récupération active (60 min);60;🟦;;;;;;
🔵S-00;Mardi;2026-11-10;CAP;Footing de récupération Z1;Footing de récupération Z1 (26 min);26;🟦;;;;;;
🔵S-00;Mercredi;2026-11-11;Vélo;Récupération active;Récupération active (52 min);52;🟦;;;;;;
🔵S-00;Jeudi;2026-11-12;CAP;Footing de récupération Z1;Footing de récupération Z1 (26 min);26;🟦;;;;;;
🔵S-00;*;2026-11-12;Natation;Récupération active;Récupération active (60 min);60;🟦;;;;;;
🔵S-00;Dimanche;2026-11-15;Course;Objectif;15/11/2026;0;⭐;;;;;;
