Date,Name,Description,Planned Duration,Intensity,Notes
2026-10-05,CAP - VC (1000m x 3),1000m x 3 - effort 06:00 / récup 250.0m x 03:03,46 min,Moderate,
2026-10-06,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-10-06,Renforcement - Renforcement général,Renforcement général (30 min),30 min,Easy,
2026-10-07,CAP - VC (1600m x 2),1600m x 2 - effort 09:47 / récup 400.0m x 04:53,48 min,Moderate,
2026-10-08,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (120 min),120 min,Easy,
2026-10-09,Natation - Technique + Seuil,"Technique + seuil Z4 (90 min, 3km)",90 min,Moderate,
2026-10-10,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-10-11,Vélo - Endurance Z2,Endurance Z2 (104 min),104 min,Easy,
2026-10-12,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (120 min),120 min,Easy,
2026-10-12,Renforcement - Renforcement général,Renforcement général (30 min),30 min,Easy,
2026-10-13,CAP - Footing de récupération Z1,Footing de récupération Z1 (88 min),88 min,Recovery,
2026-10-14,CAP - Footing de récupération Z1,Footing de récupération Z1 (88 min),88 min,Recovery,
2026-10-15,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (120 min),120 min,Easy,
2026-10-16,Natation - Technique + Seuil,"Technique + seuil Z4 (54 min, 3km)",54 min,Moderate,
2026-10-17,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-10-18,Vélo - Endurance Z2,Endurance Z2 (80 min),80 min,Easy,
2026-10-19,CAP - VC (2000m x 2),2000m x 2 - effort 12:29 / récup 500.0m x 06:07,52 min,Moderate,
2026-10-21,CAP - VC (2400m x 2),2400m x 2 - effort 15:08 / récup 600.0m x 07:20,59 min,Moderate,
2026-10-22,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (120 min),120 min,Easy,
2026-10-22,Renforcement - Gainage,Gainage (30 min),30 min,Easy,
2026-10-23,Natation - Technique + Seuil,"Technique + seuil Z4 (90 min, 3km)",90 min,Moderate,
2026-10-24,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-10-25,Vélo - Endurance Z2,Endurance Z2 (80 min),80 min,Easy,
2026-10-26,CAP - Footing de récupération Z1,Footing de récupération Z1 (94 min),94 min,Recovery,
2026-10-27,CAP - Footing de récupération Z1,Footing de récupération Z1 (94 min),94 min,Recovery,
2026-10-28,CAP - Footing de récupération Z1,Footing de récupération Z1 (94 min),94 min,Recovery,
2026-10-29,CAP - Footing de récupération Z1,Footing de récupération Z1 (94 min),94 min,Recovery,
2026-10-30,Natation - Récupération active,Récupération active (60 min),60 min,Recovery,
2026-10-31,CAP - Footing de récupération Z1,Footing de récupération Z1 (94 min),94 min,Recovery,
2026-11-01,Vélo - Récupération active,Récupération active (52 min),52 min,Recovery,
2026-11-02,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
2026-11-03,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
2026-11-04,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
2026-11-05,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
2026-11-06,Natation - Récupération active,Récupération active (60 min),60 min,Recovery,
2026-11-07,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
2026-11-08,Vélo - Récupération active,Récupération active (52 min),52 min,Recovery,
2026-11-09,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
2026-11-10,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
2026-11-11,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
2026-11-12,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
2026-11-13,Natation - Récupération active,Récupération active (60 min),60 min,Recovery,
2026-11-14,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
