N° semaine;Jour;Date;Discipline;Type de séance;Détails;Durée (min);Journée type;Plaisir (0-5);Retour Athlète;Commentaires;Niveau semaine;Séances clés;Message Envoyé ?
🟡S-08;Jeudi;2026-10-22;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VC;
🟡S-08;*;2026-10-22;Vélo;Endurance Z2;Endurance Z2 (129 min);129;🟩;;;;;;
🟢S-07;Mardi;2026-10-27;CAP;Footing de récupération Z1;Footing de récupération Z1 (78 min);78;🟦;;;;;;
🟢S-07;*;2026-10-27;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩;;;;;;
🟢S-07;Mercredi;2026-10-28;Natation;Endurance Z2;Endurance Z2 (90 min);90;🟩;;;;;;
🟢S-07;Jeudi;2026-10-29;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (112 min);112;🟩;;;;;;
🟢S-07;*;2026-10-29;Vélo;Endurance Z2;Endurance Z2 (112 min);112;🟩;;;;;;
🟡S-06;Mardi;2026-11-03;CAP;Footing de récupération Z1;Footing de récupération Z1 (79 min);79;🟦;;;;;;
🟡S-06;*;2026-11-03;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩;;;;;;
🟡S-06;Mercredi;2026-11-04;Natation;Endurance Z2;Endurance Z2 (90 min);90;🟩;;;;;;
🟡S-06;Jeudi;2026-11-05;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (114 min);114;🟩;;;;;;
🟡S-06;*;2026-11-05;Vélo;Endurance Z2;Endurance Z2 (114 min);114;🟩;;;;;;
⚪S-05;Mardi;2026-11-10;CAP;VMA;VMA 100m x 36 @ 14.3 km/h (effort 00:25 / recup 25.0m x 00:12) - 15min d'intensité;22;🟥;;;;;CAP: VMA;
⚪S-05;Mercredi;2026-11-11;Natation;Endurance Z2;Endurance Z2 (90 min);90;🟩;;;;;CAP: VMA;
⚪S-05;*;2026-11-11;Renforcement;Gainage;Gainage (30 min);30;🟩;;;;;;
⚪S-05;Jeudi;2026-11-12;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (50 min);50;🟩;;;;;CAP: VMA;
⚪S-05;*;2026-11-12;Vélo;Endurance Z2;Endurance Z2 (80 min);80;🟩;;;;;;
🔴S-04;Mardi;2026-11-17;CAP;Footing de récupération Z1;Footing de récupération Z1 (97 min);97;🟦;;;;;;
🔴S-04;*;2026-11-17;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩;;;;;;
🔴S-04;Mercredi;2026-11-18;Natation;Endurance Z2;Endurance Z2 (90 min);90;🟩;;;;;;
🔴S-04;Jeudi;2026-11-19;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;;
🔴S-04;*;2026-11-19;Vélo;Endurance Z2;Endurance Z2 (140 min);140;🟩;;;;;;
🟡S-03;Mardi;2026-11-24;CAP;Footing de récupération Z1;Footing de récupération Z1 (96 min);96;🟦;;;;;;
🟡S-03;*;2026-11-24;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩;;;;;;
🟡S-03;Mercredi;2026-11-25;Natation;Endurance Z2;Endurance Z2 (90 min);90;🟩;;;;;;
🟡S-03;Jeudi;2026-11-26;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;;
🟡S-03;*;2026-11-26;Vélo;Endurance Z2;Endurance Z2 (137 min);137;🟩;;;;;;
🔵S-02;Mardi;2026-12-01;CAP;Footing de récupération Z1;Footing de récupération Z1 (26 min);26;🟦;;;;;;
🔵S-02;Mercredi;2026-12-02;Natation;Récupération active;Récupération active (60 min);60;🟦;;;;;;
🔵S-02;Jeudi;2026-12-03;CAP;Footing de récupération Z1;Footing de récupération Z1 (26 min);26;🟦;;;;;;
🔵S-02;*;2026-12-03;Vélo;Récupération active;Récupération active (52 min);52;🟦;;;;;;
🔵S-01;Mardi;2026-12-08;CAP;Footing de récupération Z1;Footing de récupération Z1 (26 min);26;🟦;;;;;;
🔵S-01;Mercredi;2026-12-09;Natation;Récupération active;Récupération active (60 min);60;🟦;;;;;;
🔵S-01;Jeudi;2026-12-10;CAP;Footing de récupération Z1;Footing de récupération Z1 (26 min);26;🟦;;;;;;
🔵S-01;*;2026-12-10;Vélo;Récupération active;Récupération active (52 min);52;🟦;;;;;;
🔵S-00;Mardi;2026-12-15;Course;Objectif;15/12/2026;0;⭐;;;;;;
