Date,Name,Description,Planned Duration,Intensity,Notes
2026-11-24,Renforcement - Renforcement général,Renforcement général (30 min),30 min,Easy,
2026-11-25,Natation - Endurance Z2,Endurance Z2 (90 min),90 min,Easy,
2026-11-26,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (120 min),120 min,Easy,
2026-11-26,Vélo - Endurance Z2,Endurance Z2 (137 min),137 min,Easy,
2026-12-01,CAP - Footing de récupération Z1,Footing de récupération Z1 (26 min),26 min,Recovery,
2026-12-02,Natation - Récupération active,Récupération active (60 min),60 min,Recovery,
2026-12-03,CAP - Footing de récupération Z1,Footing de récupération Z1 (26 min),26 min,Recovery,
2026-12-03,Vélo - Récupération active,Récupération active (52 min),52 min,Recovery,
2026-12-08,CAP - Footing de récupération Z1,Footing de récupération Z1 (26 min),26 min,Recovery,
2026-12-09,Natation - Récupération active,Récupération active (60 min),60 min,Recovery,
2026-12-10,CAP - Footing de récupération Z1,Footing de récupération Z1 (26 min),26 min,Recovery,
2026-12-10,Vélo - Récupération active,Récupération active (52 min),52 min,Recovery,
