Date,Name,Description,Planned Duration,Intensity,Notes
2026-09-16,Vélo - Seuil Z4,Seuil Z4 (94 min),94 min,Moderate,
2026-09-17,Natation - Récupération active,Récupération active (97 min),97 min,Recovery,
2026-09-17,Renforcement - Gainage,Gainage (30 min),30 min,Easy,
2026-09-18,CAP - Footing de récupération Z1,Footing de récupération Z1 (90 min),90 min,Recovery,
2026-09-21,CAP - VC (800m x 3),VC 800m x 3 @ 8.1 km/h (effort 05:56 / recup 200.0m x 03:07) - 17min d'intensité,42 min,Moderate,
2026-09-23,CAP - Footing de récupération Z1,Footing de récupération Z1 (85 min),85 min,Recovery,
2026-09-23,Vélo - Seuil Z4,Seuil Z4 (80 min),80 min,Moderate,
2026-09-24,Natation - Récupération active,Récupération active (94 min),94 min,Recovery,
2026-09-24,Renforcement - Renforcement spécifique,Renforcement spécifique (30 min),30 min,Easy,
2026-09-25,CAP - Footing de récupération Z1,Footing de récupération Z1 (85 min),85 min,Recovery,
2026-09-28,CAP - VC (1000m x 2),VC 1000m x 2 @ 7.9 km/h (effort 07:38 / recup 250.0m x 03:53) - 15min d'intensité,38 min,Moderate,
2026-09-30,CAP - Footing de récupération Z1,Footing de récupération Z1 (67 min),67 min,Recovery,
2026-09-30,Vélo - Seuil Z4,Seuil Z4 (80 min),80 min,Moderate,
2026-10-01,Natation - Récupération active,Récupération active (84 min),84 min,Recovery,
2026-10-01,Renforcement - Gainage,Gainage (30 min),30 min,Easy,
2026-10-02,CAP - Footing de récupération Z1,Footing de récupération Z1 (67 min),67 min,Recovery,
2026-10-05,CAP - VC (1600m x 2),VC 1600m x 2 @ 7.7 km/h (effort 12:28 / recup 400.0m x 06:14) - 24min d'intensité,31 min,Moderate,
2026-10-07,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
2026-10-07,Vélo - Seuil Z4,Seuil Z4 (48 min),48 min,Moderate,
2026-10-08,Natation - Récupération active,Récupération active (82 min),82 min,Recovery,
2026-10-08,Renforcement - Renforcement excentrique,Renforcement excentrique (30 min),30 min,Easy,
2026-10-09,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
2026-10-12,CAP - VC (2000m x 1),VC 2000m x 1 @ 7.5 km/h (effort 15:54 / recup 500.0m x 07:47) - 15min d'intensité,41 min,Moderate,
2026-10-14,CAP - Footing de récupération Z1,Footing de récupération Z1 (136 min),136 min,Recovery,
2026-10-14,Vélo - Seuil Z4,Seuil Z4 (141 min),141 min,Moderate,
2026-10-15,Natation - Récupération active,Récupération active (120 min),120 min,Recovery,
2026-10-15,Renforcement - Gainage,Gainage (30 min),30 min,Easy,
2026-10-16,CAP - Footing de récupération Z1,Footing de récupération Z1 (136 min),136 min,Recovery,
2026-10-19,CAP - VC (2400m x 1),VC 2400m x 1 @ 7.5 km/h (effort 19:16 / recup 600.0m x 09:21) - 19min d'intensité,51 min,Moderate,
2026-10-21,CAP - Footing de récupération Z1,Footing de récupération Z1 (195 min),195 min,Recovery,
2026-10-21,Vélo - Seuil Z4,Seuil Z4 (222 min),222 min,Moderate,
2026-10-22,Natation - Récupération active,Récupération active (144 min),144 min,Recovery,
2026-10-22,Renforcement - Pliométrie,Pliométrie (30 min),30 min,Easy,
2026-10-23,CAP - Footing de récupération Z1,Footing de récupération Z1 (195 min),195 min,Recovery,
2026-10-26,CAP - VC (2800m x 1),VC 2800m x 1 @ 7.4 km/h (effort 22:43 / recup 700.0m x 10:54) - 22min d'intensité,52 min,Moderate,
2026-10-28,CAP - Footing de récupération Z1,Footing de récupération Z1 (136 min),136 min,Recovery,
2026-10-28,Vélo - Seuil Z4,Seuil Z4 (141 min),141 min,Moderate,
2026-10-29,Natation - Récupération active,Récupération active (120 min),120 min,Recovery,
2026-10-29,Renforcement - Gainage,Gainage (30 min),30 min,Easy,
2026-10-30,CAP - Footing de récupération Z1,Footing de récupération Z1 (136 min),136 min,Recovery,
2026-11-02,CAP - VC (200m x 12),VC 200m x 12 @ 9.2 km/h (effort 01:17 / recup 50.0m x 00:46) - 15min d'intensité,23 min,Moderate,
2026-11-04,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
2026-11-04,Vélo - Seuil Z4,Seuil Z4 (48 min),48 min,Moderate,
2026-11-05,Natation - Récupération active,Récupération active (82 min),82 min,Recovery,
2026-11-05,Renforcement - Renforcement spécifique,Renforcement spécifique (30 min),30 min,Easy,
2026-11-06,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
2026-11-09,CAP - VC (300m x 8),VC 300m x 8 @ 9.1 km/h (effort 01:58 / recup 75.0m x 01:10) - 15min d'intensité,44 min,Moderate,
2026-11-11,CAP - Footing de récupération Z1,Footing de récupération Z1 (136 min),136 min,Recovery,
2026-11-11,Vélo - Seuil Z4,Seuil Z4 (141 min),141 min,Moderate,
2026-11-12,Natation - Récupération active,Récupération active (120 min),120 min,Recovery,
2026-11-12,Renforcement - Renforcement spécifique,Renforcement spécifique (30 min),30 min,Easy,
2026-11-13,CAP - Footing de récupération Z1,Footing de récupération Z1 (136 min),136 min,Recovery,
2026-11-16,CAP - VC (400m x 6),VC 400m x 6 @ 8.8 km/h (effort 02:44 / recup 100.0m x 01:33) - 16min d'intensité,48 min,Moderate,
2026-11-18,CAP - Footing de récupération Z1,Footing de récupération Z1 (195 min),195 min,Recovery,
2026-11-18,Vélo - Seuil Z4,Seuil Z4 (222 min),222 min,Moderate,
2026-11-19,Natation - Récupération active,Récupération active (144 min),144 min,Recovery,
2026-11-19,Renforcement - Pliométrie,Pliométrie (30 min),30 min,Easy,
2026-11-20,CAP - Footing de récupération Z1,Footing de récupération Z1 (195 min),195 min,Recovery,
2026-11-23,CAP - VC (500m x 5),VC 500m x 5 @ 8.6 km/h (effort 03:28 / recup 125.0m x 01:56) - 17min d'intensité,46 min,Moderate,
2026-11-25,CAP - Footing de récupération Z1,Footing de récupération Z1 (136 min),136 min,Recovery,
2026-11-25,Vélo - Seuil Z4,Seuil Z4 (141 min),141 min,Moderate,
2026-11-26,Natation - Récupération active,Récupération active (120 min),120 min,Recovery,
2026-11-26,Renforcement - Renforcement excentrique,Renforcement excentrique (30 min),30 min,Easy,
2026-11-27,CAP - Footing de récupération Z1,Footing de récupération Z1 (136 min),136 min,Recovery,
2026-11-30,CAP - VC (600m x 4),VC 600m x 4 @ 8.5 km/h (effort 04:15 / recup 150.0m x 02:20) - 17min d'intensité,24 min,Moderate,
2026-12-02,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
2026-12-02,Vélo - Seuil Z4,Seuil Z4 (48 min),48 min,Moderate,
2026-12-03,Natation - Récupération active,Récupération active (82 min),82 min,Recovery,
2026-12-03,Renforcement - Gainage,Gainage (30 min),30 min,Easy,
2026-12-04,CAP - Footing de récupération Z1,Footing de récupération Z1 (65 min),65 min,Recovery,
2026-12-07,CAP - VC (700m x 3),VC 700m x 3 @ 8.3 km/h (effort 05:03 / recup 175.0m x 02:43) - 15min d'intensité,41 min,Moderate,
2026-12-09,CAP - Footing de récupération Z1,Footing de récupération Z1 (136 min),136 min,Recovery,
2026-12-09,Vélo - Seuil Z4,Seuil Z4 (141 min),141 min,Moderate,
2026-12-10,Natation - Récupération active,Récupération active (120 min),120 min,Recovery,
2026-12-10,Renforcement - Renforcement général,Renforcement général (30 min),30 min,Easy,
2026-12-11,CAP - Footing de récupération Z1,Footing de récupération Z1 (136 min),136 min,Recovery,
2026-12-14,CAP - VC (800m x 3),VC 800m x 3 @ 8.1 km/h (effort 05:56 / recup 200.0m x 03:07) - 17min d'intensité,50 min,Moderate,
2026-12-16,CAP - Footing de récupération Z1,Footing de récupération Z1 (195 min),195 min,Recovery,
2026-12-16,Vélo - Seuil Z4,Seuil Z4 (222 min),222 min,Moderate,
2026-12-17,Natation - Récupération active,Récupération active (144 min),144 min,Recovery,
2026-12-17,Renforcement - Renforcement spécifique,Renforcement spécifique (30 min),30 min,Easy,
2026-12-18,CAP - Footing de récupération Z1,Footing de récupération Z1 (195 min),195 min,Recovery,
2026-12-21,CAP - VC (1000m x 2),VC 1000m x 2 @ 7.9 km/h (effort 07:38 / recup 250.0m x 03:53) - 15min d'intensité,41 min,Moderate,
2026-12-23,CAP - Footing de récupération Z1,Footing de récupération Z1 (112 min),112 min,Recovery,
2026-12-23,Vélo - Seuil Z4,Seuil Z4 (116 min),116 min,Moderate,
2026-12-24,Natation - Récupération active,Récupération active (108 min),108 min,Recovery,
2026-12-24,Renforcement - Renforcement spécifique,Renforcement spécifique (30 min),30 min,Easy,
2026-12-25,CAP - Footing de récupération Z1,Footing de récupération Z1 (112 min),112 min,Recovery,
2026-12-28,CAP - VC (1600m x 2),VC 1600m x 2 @ 7.7 km/h (effort 12:28 / recup 400.0m x 06:14) - 24min d'intensité,31 min,Moderate,
2026-12-30,CAP - Footing de récupération Z1,Footing de récupération Z1 (53 min),53 min,Recovery,
2026-12-30,Vélo - Seuil Z4,Seuil Z4 (48 min),48 min,Moderate,
2026-12-31,Natation - Récupération active,Récupération active (74 min),74 min,Recovery,
2026-12-31,Renforcement - Renforcement spécifique,Renforcement spécifique (30 min),30 min,Easy,
2027-01-01,CAP - Footing de récupération Z1,Footing de récupération Z1 (53 min),53 min,Recovery,
2027-01-04,CAP - VC (2000m x 1),VC 2000m x 1 @ 7.5 km/h (effort 15:54 / recup 500.0m x 07:47) - 15min d'intensité,41 min,Moderate,
2027-01-06,CAP - Footing de récupération Z1,Footing de récupération Z1 (112 min),112 min,Recovery,
2027-01-06,Vélo - Seuil Z4,Seuil Z4 (116 min),116 min,Moderate,
2027-01-07,Natation - Récupération active,Récupération active (108 min),108 min,Recovery,
2027-01-07,Renforcement - Renforcement excentrique,Renforcement excentrique (30 min),30 min,Easy,
2027-01-08,CAP - Footing de récupération Z1,Footing de récupération Z1 (112 min),112 min,Recovery,
2027-01-11,CAP - VC (2400m x 1),VC 2400m x 1 @ 7.5 km/h (effort 19:16 / recup 600.0m x 09:21) - 19min d'intensité,43 min,Moderate,
2027-01-13,CAP - Footing de récupération Z1,Footing de récupération Z1 (103 min),103 min,Recovery,
2027-01-13,Vélo - Seuil Z4,Seuil Z4 (98 min),98 min,Moderate,
2027-01-14,Natation - Récupération active,Récupération active (104 min),104 min,Recovery,
2027-01-14,Renforcement - Renforcement général,Renforcement général (30 min),30 min,Easy,
2027-01-15,CAP - Footing de récupération Z1,Footing de récupération Z1 (103 min),103 min,Recovery,
2027-01-18,CAP - VC (2800m x 1),VC 2800m x 1 @ 7.4 km/h (effort 22:43 / recup 700.0m x 10:54) - 22min d'intensité,48 min,Moderate,
2027-01-20,CAP - Footing de récupération Z1,Footing de récupération Z1 (85 min),85 min,Recovery,
2027-01-20,Vélo - Seuil Z4,Seuil Z4 (80 min),80 min,Moderate,
2027-01-21,Natation - Récupération active,Récupération active (94 min),94 min,Recovery,
2027-01-21,Renforcement - Renforcement excentrique,Renforcement excentrique (30 min),30 min,Easy,
2027-01-22,CAP - Footing de récupération Z1,Footing de récupération Z1 (85 min),85 min,Recovery,
2027-01-25,CAP - VC (200m x 12),VC 200m x 12 @ 9.2 km/h (effort 01:17 / recup 50.0m x 00:46) - 15min d'intensité,23 min,Moderate,
2027-01-27,CAP - Footing de récupération Z1,Footing de récupération Z1 (53 min),53 min,Recovery,
2027-01-27,Vélo - Seuil Z4,Seuil Z4 (48 min),48 min,Moderate,
2027-01-28,Natation - Récupération active,Récupération active (74 min),74 min,Recovery,
2027-01-28,Renforcement - Renforcement général,Renforcement général (30 min),30 min,Easy,
2027-01-29,CAP - Footing de récupération Z1,Footing de récupération Z1 (53 min),53 min,Recovery,
2027-02-01,CAP - VC (300m x 8),VC 300m x 8 @ 9.1 km/h (effort 01:58 / recup 75.0m x 01:10) - 15min d'intensité,44 min,Moderate,
2027-02-03,CAP - Footing de récupération Z1,Footing de récupération Z1 (112 min),112 min,Recovery,
2027-02-03,Vélo - Seuil Z4,Seuil Z4 (116 min),116 min,Moderate,
2027-02-04,Natation - Récupération active,Récupération active (108 min),108 min,Recovery,
2027-02-04,Renforcement - Pliométrie,Pliométrie (30 min),30 min,Easy,
2027-02-05,CAP - Footing de récupération Z1,Footing de récupération Z1 (112 min),112 min,Recovery,
2027-02-08,CAP - VC (400m x 6),VC 400m x 6 @ 8.8 km/h (effort 02:44 / recup 100.0m x 01:33) - 16min d'intensité,40 min,Moderate,
2027-02-10,CAP - Footing de récupération Z1,Footing de récupération Z1 (103 min),103 min,Recovery,
2027-02-10,Vélo - Seuil Z4,Seuil Z4 (98 min),98 min,Moderate,
2027-02-11,Natation - Récupération active,Récupération active (104 min),104 min,Recovery,
2027-02-11,Renforcement - Pliométrie,Pliométrie (30 min),30 min,Easy,
2027-02-12,CAP - Footing de récupération Z1,Footing de récupération Z1 (103 min),103 min,Recovery,
2027-02-15,CAP - VC (500m x 5),VC 500m x 5 @ 8.6 km/h (effort 03:28 / recup 125.0m x 01:56) - 17min d'intensité,42 min,Moderate,
2027-02-17,CAP - Footing de récupération Z1,Footing de récupération Z1 (41 min),41 min,Recovery,
2027-02-17,Vélo - Seuil Z4,Seuil Z4 (80 min),80 min,Moderate,
2027-02-18,Natation - Récupération active,Récupération active (65 min),65 min,Recovery,
2027-02-18,Renforcement - Renforcement général,Renforcement général (30 min),30 min,Easy,
2027-02-19,CAP - Footing de récupération Z1,Footing de récupération Z1 (41 min),41 min,Recovery,
2027-02-22,CAP - VC (600m x 4),VC 600m x 4 @ 8.5 km/h (effort 04:15 / recup 150.0m x 02:20) - 17min d'intensité,24 min,Moderate,
2027-02-24,CAP - Footing de récupération Z1,Footing de récupération Z1 (25 min),25 min,Recovery,
2027-02-24,Vélo - Seuil Z4,Seuil Z4 (48 min),48 min,Moderate,
2027-02-25,Natation - Récupération active,Récupération active (52 min),52 min,Recovery,
2027-02-25,Renforcement - Renforcement général,Renforcement général (30 min),30 min,Easy,
2027-02-26,CAP - Footing de récupération Z1,Footing de récupération Z1 (25 min),25 min,Recovery,
2027-03-01,CAP - Footing de récupération Z1,Footing de récupération Z1 (39 min),39 min,Recovery,
2027-03-03,CAP - Footing de récupération Z1,Footing de récupération Z1 (39 min),39 min,Recovery,
2027-03-03,Vélo - Récupération active,Récupération active (80 min),80 min,Recovery,
2027-03-04,Natation - Récupération active,Récupération active (81 min),81 min,Recovery,
2027-03-05,CAP - Footing de récupération Z1,Footing de récupération Z1 (39 min),39 min,Recovery,
2027-03-08,CAP - Footing de récupération Z1,Footing de récupération Z1 (39 min),39 min,Recovery,
2027-03-10,CAP - Footing de récupération Z1,Footing de récupération Z1 (39 min),39 min,Recovery,
2027-03-10,Vélo - Récupération active,Récupération active (80 min),80 min,Recovery,
2027-03-11,Natation - Récupération active,Récupération active (81 min),81 min,Recovery,
2027-03-12,CAP - Footing de récupération Z1,Footing de récupération Z1 (39 min),39 min,Recovery,
2027-03-17,CAP - Footing de récupération Z1,Footing de récupération Z1 (39 min),39 min,Recovery,
2027-03-17,Vélo - Récupération active,Récupération active (80 min),80 min,Recovery,
2027-03-18,Natation - Récupération active,Récupération active (81 min),81 min,Recovery,
2027-03-19,CAP - Footing de récupération Z1,Footing de récupération Z1 (39 min),39 min,Recovery,
