N° semaine;Jour;Date;Discipline;Type de séance;Détails;Durée (min);Journée type;Plaisir (0-5);Retour Athlète;Commentaires;Niveau semaine;Séances clés;Message Envoyé ?
🟡S-52;Jeudi;2026-11-19;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VC;
🟡S-52;Dimanche;2026-11-22;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🟢S-51;Lundi;2026-11-23;CAP;VMA;VMA 300m x 17 @ 20.4 km/h (effort 00:53 / recup 75.0m x 00:26) - 15min d'intensité;37;🟥;;;;;CAP: VMA;
🟢S-51;Mardi;2026-11-24;CAP;Footing de récupération Z1;Footing de récupération Z1 (118 min);118;🟦;;;;;CAP: VMA;
🟢S-51;*;2026-11-24;Renforcement;Gainage;Gainage (30 min);30;🟩;;;;;;
🟢S-51;Jeudi;2026-11-26;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VMA;
🟢S-51;Dimanche;2026-11-29;CAP;Footing de récupération Z1;Footing de récupération Z1 (118 min);118;🟦;;;;;CAP: VMA;
🟡S-50;Lundi;2026-11-30;CAP;VC;VC 500m x 9 @ 16.9 km/h (effort 01:48 / recup 125.0m x 01:00) - 16min d'intensité;44;🟨;;;;;CAP: VC;
🟡S-50;Mardi;2026-12-01;CAP;Footing de récupération Z1;Footing de récupération Z1 (113 min);113;🟦;;;;;CAP: VC;
🟡S-50;*;2026-12-01;Renforcement;Gainage;Gainage (30 min);30;🟩;;;;;;
🟡S-50;Jeudi;2026-12-03;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VC;
🟡S-50;Dimanche;2026-12-06;CAP;Footing de récupération Z1;Footing de récupération Z1 (113 min);113;🟦;;;;;CAP: VC;
⚪S-49;Lundi;2026-12-07;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (82 min);82;🟩;;;;;;
⚪S-49;*;2026-12-07;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩;;;;;;
⚪S-49;Mardi;2026-12-08;CAP;Footing de récupération Z1;Footing de récupération Z1 (58 min);58;🟦;;;;;;
⚪S-49;Jeudi;2026-12-10;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (82 min);82;🟩;;;;;;
⚪S-49;Dimanche;2026-12-13;CAP;Footing de récupération Z1;Footing de récupération Z1 (58 min);58;🟦;;;;;;
🟡S-48;Lundi;2026-12-14;CAP;VC;VC 700m x 6 @ 16.3 km/h (effort 02:37 / recup 175.0m x 01:25) - 15min d'intensité;42;🟨;;;;;CAP: VC;
🟡S-48;Mardi;2026-12-15;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🟡S-48;*;2026-12-15;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩;;;;;;
🟡S-48;Jeudi;2026-12-17;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VC;
🟡S-48;Dimanche;2026-12-20;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🟢S-47;Lundi;2026-12-21;CAP;VMA;VMA 700m x 7 @ 19.7 km/h (effort 02:10 / recup 175.0m x 01:02) - 15min d'intensité;37;🟥;;;;;CAP: VMA;
🟢S-47;Mardi;2026-12-22;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VMA;
🟢S-47;*;2026-12-22;Renforcement;Gainage;Gainage (30 min);30;🟩;;;;;;
🟢S-47;Jeudi;2026-12-24;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VMA;
🟢S-47;Dimanche;2026-12-27;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VMA;
🟡S-46;Lundi;2026-12-28;CAP;VC;VC 1000m x 4 @ 15.5 km/h (effort 03:58 / recup 250.0m x 02:01) - 15min d'intensité;42;🟨;;;;;CAP: VC;
🟡S-46;Mardi;2026-12-29;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🟡S-46;*;2026-12-29;Renforcement;Gainage;Gainage (30 min);30;🟩;;;;;;
🟡S-46;Jeudi;2026-12-31;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VC;
🟡S-46;Dimanche;2027-01-03;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
⚪S-45;Lundi;2027-01-04;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;;
⚪S-45;*;2027-01-04;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩;;;;;;
⚪S-45;Mardi;2027-01-05;CAP;Footing de récupération Z1;Footing de récupération Z1 (86 min);86;🟦;;;;;;
⚪S-45;Jeudi;2027-01-07;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;;
⚪S-45;Dimanche;2027-01-10;CAP;Footing de récupération Z1;Footing de récupération Z1 (86 min);86;🟦;;;;;;
🟢S-44;Lundi;2027-01-11;CAP;VC;VC 2000m x 3 @ 14.9 km/h (effort 08:16 / recup 500.0m x 04:03) - 24min d'intensité;51;🟨;;;;;CAP: VC;
🟢S-44;Mardi;2027-01-12;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🟢S-44;*;2027-01-12;Renforcement;Gainage;Gainage (30 min);30;🟩;;;;;;
🟢S-44;Jeudi;2027-01-14;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VC;
🟢S-44;Dimanche;2027-01-17;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🟡S-43;Lundi;2027-01-18;CAP;VMA;VMA 2000m x 4 @ 18.6 km/h (effort 06:38 / recup 500.0m x 02:57) - 26min d'intensité;58;🟥;;;;;CAP: VMA;
🟡S-43;Mardi;2027-01-19;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VMA;
🟡S-43;*;2027-01-19;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩;;;;;;
🟡S-43;Jeudi;2027-01-21;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VMA;
🟡S-43;Dimanche;2027-01-24;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VMA;
🔴S-42;Lundi;2027-01-25;CAP;VC;VC 2800m x 2 @ 14.6 km/h (effort 11:49 / recup 700.0m x 05:40) - 23min d'intensité;60;🟨;;;;;CAP: VC;
🔴S-42;Mardi;2027-01-26;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🔴S-42;*;2027-01-26;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩;;;;;;
🔴S-42;Jeudi;2027-01-28;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VC;
🔴S-42;Dimanche;2027-01-31;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
⚪S-41;Lundi;2027-02-01;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;;
⚪S-41;*;2027-02-01;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩;;;;;;
⚪S-41;Mardi;2027-02-02;CAP;Footing de récupération Z1;Footing de récupération Z1 (86 min);86;🟦;;;;;;
⚪S-41;Jeudi;2027-02-04;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;;
⚪S-41;Dimanche;2027-02-07;CAP;Footing de récupération Z1;Footing de récupération Z1 (86 min);86;🟦;;;;;;
🟢S-40;Lundi;2027-02-08;CAP;VC;VC 300m x 15 @ 18.0 km/h (effort 01:01 / recup 75.0m x 00:36) - 15min d'intensité;39;🟨;;;;;CAP: VC;
🟢S-40;Mardi;2027-02-09;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🟢S-40;*;2027-02-09;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩;;;;;;
🟢S-40;Jeudi;2027-02-11;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VC;
🟢S-40;Dimanche;2027-02-14;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🟡S-39;Lundi;2027-02-15;CAP;VMA;VMA 300m x 17 @ 20.7 km/h (effort 00:53 / recup 75.0m x 00:26) - 15min d'intensité;40;🟥;;;;;CAP: VMA;
🟡S-39;Mardi;2027-02-16;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VMA;
🟡S-39;*;2027-02-16;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩;;;;;;
🟡S-39;Jeudi;2027-02-18;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VMA;
🟡S-39;Dimanche;2027-02-21;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VMA;
🔴S-38;Lundi;2027-02-22;CAP;VC;VC 500m x 9 @ 17.2 km/h (effort 01:48 / recup 125.0m x 01:00) - 16min d'intensité;48;🟨;;;;;CAP: VC;
🔴S-38;Mardi;2027-02-23;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🔴S-38;*;2027-02-23;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩;;;;;;
🔴S-38;Jeudi;2027-02-25;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VC;
🔴S-38;Dimanche;2027-02-28;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
⚪S-37;Lundi;2027-03-01;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;;
⚪S-37;*;2027-03-01;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩;;;;;;
⚪S-37;Mardi;2027-03-02;CAP;Footing de récupération Z1;Footing de récupération Z1 (86 min);86;🟦;;;;;;
⚪S-37;Jeudi;2027-03-04;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;;
⚪S-37;Dimanche;2027-03-07;CAP;Footing de récupération Z1;Footing de récupération Z1 (86 min);86;🟦;;;;;;
🟢S-36;Lundi;2027-03-08;CAP;VC;VC 700m x 6 @ 16.6 km/h (effort 02:37 / recup 175.0m x 01:25) - 15min d'intensité;39;🟨;;;;;CAP: VC;
🟢S-36;Mardi;2027-03-09;CAP;Footing de récupération Z1;Footing de récupération Z1 (118 min);118;🟦;;;;;CAP: VC;
🟢S-36;*;2027-03-09;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩;;;;;;
🟢S-36;Jeudi;2027-03-11;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VC;
🟢S-36;Dimanche;2027-03-14;CAP;Footing de récupération Z1;Footing de récupération Z1 (118 min);118;🟦;;;;;CAP: VC;
🟡S-35;Lundi;2027-03-15;CAP;VMA;VMA 700m x 7 @ 20.0 km/h (effort 02:10 / recup 175.0m x 01:02) - 15min d'intensité;40;🟥;;;;;CAP: VMA;
🟡S-35;Mardi;2027-03-16;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VMA;
🟡S-35;*;2027-03-16;Renforcement;Gainage;Gainage (30 min);30;🟩;;;;;;
🟡S-35;Jeudi;2027-03-18;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VMA;
🟡S-35;Dimanche;2027-03-21;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VMA;
🔴S-34;Lundi;2027-03-22;CAP;VC;VC 1000m x 4 @ 15.7 km/h (effort 03:58 / recup 250.0m x 02:01) - 15min d'intensité;46;🟨;;;;;CAP: VC;
🔴S-34;Mardi;2027-03-23;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🔴S-34;*;2027-03-23;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩;;;;;;
🔴S-34;Jeudi;2027-03-25;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VC;
🔴S-34;Dimanche;2027-03-28;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
⚪S-33;Lundi;2027-03-29;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;;
⚪S-33;*;2027-03-29;Renforcement;Gainage;Gainage (30 min);30;🟩;;;;;;
⚪S-33;Mardi;2027-03-30;CAP;Footing de récupération Z1;Footing de récupération Z1 (86 min);86;🟦;;;;;;
⚪S-33;Jeudi;2027-04-01;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;;
⚪S-33;Dimanche;2027-04-04;CAP;Footing de récupération Z1;Footing de récupération Z1 (86 min);86;🟦;;;;;;
🟢S-32;Lundi;2027-04-05;CAP;VC;VC 2000m x 3 @ 15.1 km/h (effort 08:16 / recup 500.0m x 04:03) - 24min d'intensité;51;🟨;;;;;CAP: VC;
🟢S-32;Mardi;2027-04-06;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🟢S-32;*;2027-04-06;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩;;;;;;
🟢S-32;Jeudi;2027-04-08;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VC;
🟢S-32;Dimanche;2027-04-11;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🟡S-31;Lundi;2027-04-12;CAP;VMA;VMA 2000m x 4 @ 18.9 km/h (effort 06:38 / recup 500.0m x 02:57) - 26min d'intensité;58;🟥;;;;;CAP: VMA;
🟡S-31;Mardi;2027-04-13;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VMA;
🟡S-31;*;2027-04-13;Renforcement;Gainage;Gainage (30 min);30;🟩;;;;;;
🟡S-31;Jeudi;2027-04-15;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VMA;
🟡S-31;Dimanche;2027-04-18;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VMA;
🔴S-30;Lundi;2027-04-19;CAP;VC;VC 2800m x 2 @ 14.8 km/h (effort 11:49 / recup 700.0m x 05:40) - 23min d'intensité;60;🟨;;;;;CAP: VC;
🔴S-30;Mardi;2027-04-20;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🔴S-30;*;2027-04-20;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩;;;;;;
🔴S-30;Jeudi;2027-04-22;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VC;
🔴S-30;Dimanche;2027-04-25;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
⚪S-29;Lundi;2027-04-26;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;;
⚪S-29;*;2027-04-26;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩;;;;;;
⚪S-29;Mardi;2027-04-27;CAP;Footing de récupération Z1;Footing de récupération Z1 (86 min);86;🟦;;;;;;
⚪S-29;Jeudi;2027-04-29;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;;
⚪S-29;Dimanche;2027-05-02;CAP;Footing de récupération Z1;Footing de récupération Z1 (86 min);86;🟦;;;;;;
🟢S-28;Lundi;2027-05-03;CAP;VC;VC 300m x 15 @ 18.3 km/h (effort 01:01 / recup 75.0m x 00:36) - 15min d'intensité;39;🟨;;;;;CAP: VC;
🟢S-28;Mardi;2027-05-04;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🟢S-28;*;2027-05-04;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩;;;;;;
🟢S-28;Jeudi;2027-05-06;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VC;
🟢S-28;Dimanche;2027-05-09;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🟡S-27;Lundi;2027-05-10;CAP;VMA;VMA 300m x 17 @ 21.0 km/h (effort 00:53 / recup 75.0m x 00:26) - 15min d'intensité;40;🟥;;;;;CAP: VMA;
🟡S-27;Mardi;2027-05-11;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VMA;
🟡S-27;*;2027-05-11;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩;;;;;;
🟡S-27;Jeudi;2027-05-13;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VMA;
🟡S-27;Dimanche;2027-05-16;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VMA;
🔴S-26;Lundi;2027-05-17;CAP;VC;VC 500m x 9 @ 17.4 km/h (effort 01:48 / recup 125.0m x 01:00) - 16min d'intensité;48;🟨;;;;;CAP: VC;
🔴S-26;Mardi;2027-05-18;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
🔴S-26;*;2027-05-18;Renforcement;Gainage;Gainage (30 min);30;🟩;;;;;;
🔴S-26;Jeudi;2027-05-20;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩;;;;;CAP: VC;
🔴S-26;Dimanche;2027-05-23;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦;;;;;CAP: VC;
⚪S-25;Lundi;2027-05-24;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (101 min);101;🟩;;;;;;
⚪S-25;*;2027-05-24;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩;;;;;;
⚪S-25;Mardi;2027-05-25;CAP;Footing de récupération Z1;Footing de récupération Z1 (70 min);70;🟦;;;;;;
