Date,Name,Description,Planned Duration,Intensity,Notes
2027-05-04,CAP - Footing de récupération Z1,Footing de récupération Z1 (261 min),261 min,Recovery,
2027-05-04,Renforcement - Renforcement spécifique,Renforcement spécifique (30 min),30 min,Easy,
2027-05-06,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (372 min),372 min,Easy,
2027-05-09,CAP - Footing de récupération Z1,Footing de récupération Z1 (261 min),261 min,Recovery,
2027-05-10,CAP - VC (500m x 9),VC 500m x 9 @ 16.6 km/h (effort 01:48 / recup 125.0m x 01:00) - 16min d'intensité,44 min,Moderate,
2027-05-11,CAP - Footing de récupération Z1,Footing de récupération Z1 (181 min),181 min,Recovery,
2027-05-11,Renforcement - Pliométrie,Pliométrie (30 min),30 min,Easy,
2027-05-13,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (259 min),259 min,Easy,
2027-05-16,CAP - Footing de récupération Z1,Footing de récupération Z1 (181 min),181 min,Recovery,
2027-05-17,CAP - VMA (500m x 10),VMA 500m x 10 @ 19.7 km/h (effort 01:31 / recup 125.0m x 00:44) - 15min d'intensité,22 min,Hard,
2027-05-18,CAP - Footing de récupération Z1,Footing de récupération Z1 (70 min),70 min,Recovery,
2027-05-18,Renforcement - Renforcement général,Renforcement général (30 min),30 min,Easy,
2027-05-20,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (101 min),101 min,Easy,
2027-05-23,CAP - Footing de récupération Z1,Footing de récupération Z1 (70 min),70 min,Recovery,
2027-05-24,CAP - VC (700m x 6),VC 700m x 6 @ 16.0 km/h (effort 02:37 / recup 175.0m x 01:25) - 15min d'intensité,42 min,Moderate,
2027-05-25,CAP - Footing de récupération Z1,Footing de récupération Z1 (149 min),149 min,Recovery,
2027-05-25,Renforcement - Pliométrie,Pliométrie (30 min),30 min,Easy,
2027-05-27,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (213 min),213 min,Easy,
2027-05-30,CAP - Footing de récupération Z1,Footing de récupération Z1 (149 min),149 min,Recovery,
2027-05-31,CAP - VMA (700m x 7),VMA 700m x 7 @ 19.3 km/h (effort 02:10 / recup 175.0m x 01:02) - 15min d'intensité,37 min,Hard,
2027-06-01,CAP - Footing de récupération Z1,Footing de récupération Z1 (138 min),138 min,Recovery,
2027-06-01,Renforcement - Gainage,Gainage (30 min),30 min,Easy,
2027-06-03,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (198 min),198 min,Easy,
2027-06-06,CAP - Footing de récupération Z1,Footing de récupération Z1 (138 min),138 min,Recovery,
2027-06-07,CAP - VC (1000m x 4),VC 1000m x 4 @ 15.1 km/h (effort 03:58 / recup 250.0m x 02:01) - 15min d'intensité,39 min,Moderate,
2027-06-08,CAP - Footing de récupération Z1,Footing de récupération Z1 (113 min),113 min,Recovery,
2027-06-08,Renforcement - Pliométrie,Pliométrie (30 min),30 min,Easy,
2027-06-10,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (162 min),162 min,Easy,
2027-06-13,CAP - Footing de récupération Z1,Footing de récupération Z1 (113 min),113 min,Recovery,
2027-06-14,CAP - VMA (900m x 6),VMA 900m x 6 @ 18.9 km/h (effort 02:51 / recup 225.0m x 01:19) - 17min d'intensité,24 min,Hard,
2027-06-15,CAP - Footing de récupération Z1,Footing de récupération Z1 (70 min),70 min,Recovery,
2027-06-15,Renforcement - Gainage,Gainage (30 min),30 min,Easy,
2027-06-17,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (101 min),101 min,Easy,
2027-06-20,CAP - Footing de récupération Z1,Footing de récupération Z1 (70 min),70 min,Recovery,
2027-06-21,CAP - VC (2000m x 3),VC 2000m x 3 @ 14.5 km/h (effort 08:16 / recup 500.0m x 04:03) - 24min d'intensité,56 min,Moderate,
2027-06-22,CAP - Footing de récupération Z1,Footing de récupération Z1 (149 min),149 min,Recovery,
2027-06-22,Renforcement - Renforcement excentrique,Renforcement excentrique (30 min),30 min,Easy,
2027-06-24,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (213 min),213 min,Easy,
2027-06-27,CAP - Footing de récupération Z1,Footing de récupération Z1 (149 min),149 min,Recovery,
2027-06-28,CAP - VMA (2000m x 4),VMA 2000m x 4 @ 18.1 km/h (effort 06:38 / recup 500.0m x 02:57) - 26min d'intensité,53 min,Hard,
2027-06-29,CAP - Footing de récupération Z1,Footing de récupération Z1 (138 min),138 min,Recovery,
2027-06-29,Renforcement - Renforcement spécifique,Renforcement spécifique (30 min),30 min,Easy,
2027-07-01,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (198 min),198 min,Easy,
2027-07-04,CAP - Footing de récupération Z1,Footing de récupération Z1 (138 min),138 min,Recovery,
2027-07-05,CAP - VC (2800m x 2),VC 2800m x 2 @ 14.2 km/h (effort 11:49 / recup 700.0m x 05:40) - 23min d'intensité,50 min,Moderate,
2027-07-06,CAP - Footing de récupération Z1,Footing de récupération Z1 (113 min),113 min,Recovery,
2027-07-06,Renforcement - Renforcement excentrique,Renforcement excentrique (30 min),30 min,Easy,
2027-07-08,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (162 min),162 min,Easy,
2027-07-11,CAP - Footing de récupération Z1,Footing de récupération Z1 (113 min),113 min,Recovery,
2027-07-12,CAP - VMA (100m x 54),VMA 100m x 54 @ 21.3 km/h (effort 00:16 / recup 25.0m x 00:08) - 15min d'intensité,22 min,Hard,
2027-07-13,CAP - Footing de récupération Z1,Footing de récupération Z1 (70 min),70 min,Recovery,
2027-07-13,Renforcement - Gainage,Gainage (30 min),30 min,Easy,
2027-07-15,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (101 min),101 min,Easy,
2027-07-18,CAP - Footing de récupération Z1,Footing de récupération Z1 (70 min),70 min,Recovery,
2027-07-19,CAP - VC (300m x 15),VC 300m x 15 @ 17.5 km/h (effort 01:01 / recup 75.0m x 00:36) - 15min d'intensité,42 min,Moderate,
2027-07-20,CAP - Footing de récupération Z1,Footing de récupération Z1 (149 min),149 min,Recovery,
2027-07-20,Renforcement - Gainage,Gainage (30 min),30 min,Easy,
2027-07-22,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (213 min),213 min,Easy,
2027-07-25,CAP - Footing de récupération Z1,Footing de récupération Z1 (149 min),149 min,Recovery,
2027-07-26,CAP - VMA (300m x 17),VMA 300m x 17 @ 20.1 km/h (effort 00:53 / recup 75.0m x 00:26) - 15min d'intensité,37 min,Hard,
2027-07-27,CAP - Footing de récupération Z1,Footing de récupération Z1 (138 min),138 min,Recovery,
2027-07-27,Renforcement - Renforcement excentrique,Renforcement excentrique (30 min),30 min,Easy,
2027-07-29,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (198 min),198 min,Easy,
2027-08-01,CAP - Footing de récupération Z1,Footing de récupération Z1 (138 min),138 min,Recovery,
2027-08-02,CAP - VC (500m x 9),VC 500m x 9 @ 16.6 km/h (effort 01:48 / recup 125.0m x 01:00) - 16min d'intensité,40 min,Moderate,
2027-08-03,CAP - Footing de récupération Z1,Footing de récupération Z1 (113 min),113 min,Recovery,
2027-08-03,Renforcement - Renforcement spécifique,Renforcement spécifique (30 min),30 min,Easy,
2027-08-05,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (162 min),162 min,Easy,
2027-08-08,CAP - Footing de récupération Z1,Footing de récupération Z1 (113 min),113 min,Recovery,
2027-08-09,CAP - VMA (500m x 10),VMA 500m x 10 @ 19.7 km/h (effort 01:31 / recup 125.0m x 00:44) - 15min d'intensité,22 min,Hard,
2027-08-10,CAP - Footing de récupération Z1,Footing de récupération Z1 (70 min),70 min,Recovery,
2027-08-10,Renforcement - Renforcement général,Renforcement général (30 min),30 min,Easy,
2027-08-12,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (101 min),101 min,Easy,
2027-08-15,CAP - Footing de récupération Z1,Footing de récupération Z1 (70 min),70 min,Recovery,
