Date,Name,Description,Planned Duration,Intensity,Notes
2026-10-21,CAP - VC (2000m x 2),2000m x 2 - effort 12:22 / récup 500.0m x 05:52,56 min,Moderate,
2026-10-23,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-10-23,Renforcement - Pliométrie,Pliométrie (30 min),30 min,Easy,
2026-10-24,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-10-25,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-10-28,CAP - VMA (2000m x 3),2000m x 3 - effort 07:34 / récup 500.0m x 03:17,47 min,Hard,
2026-10-30,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-10-30,Renforcement - Pliométrie,Pliométrie (30 min),30 min,Easy,
2026-10-31,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-11-01,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-11-04,CAP - VC (2800m x 1),2800m x 1 - effort 17:41 / récup 700.0m x 08:14,44 min,Moderate,
2026-11-06,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-11-06,Renforcement - Renforcement général,Renforcement général (30 min),30 min,Easy,
2026-11-07,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-11-08,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-11-11,CAP - Footing de récupération Z1,Footing de récupération Z1 (70 min),70 min,Recovery,
2026-11-11,Renforcement - Renforcement général,Renforcement général (30 min),30 min,Easy,
2026-11-13,CAP - Footing de récupération Z1,Footing de récupération Z1 (70 min),70 min,Recovery,
2026-11-14,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-11-15,CAP - Footing de récupération Z1,Footing de récupération Z1 (70 min),70 min,Recovery,
2026-11-18,CAP - VC (300m x 10),300m x 10 - effort 01:32 / récup 75.0m x 00:52,42 min,Moderate,
2026-11-20,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-11-20,Renforcement - Renforcement excentrique,Renforcement excentrique (30 min),30 min,Easy,
2026-11-21,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-11-22,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-11-25,CAP - VMA (300m x 15),300m x 15 - effort 01:01 / récup 75.0m x 00:29,37 min,Hard,
2026-11-27,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-11-27,Renforcement - Gainage,Gainage (30 min),30 min,Easy,
2026-11-28,CAP - Sortie longue Z2,Sortie longue Z2 (120 min),120 min,Easy,
2026-11-29,CAP - Footing de récupération Z1,Footing de récupération Z1 (120 min),120 min,Recovery,
2026-12-02,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
2026-12-04,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
2026-12-05,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
2026-12-06,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
2026-12-09,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
2026-12-11,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
2026-12-12,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
2026-12-13,CAP - Footing de récupération Z1,Footing de récupération Z1 (52 min),52 min,Recovery,
