N° semaine;Jour;Date;Discipline;Type de séance;Détails;Durée (min);Journée type;Plaisir (0-5);Retour Athlète;Commentaires;Niveau semaine;Séances clés;Message Envoyé ?
🟢S-04;Mercredi;2026-11-18;CAP;VMA;VMA 300m x 15 @ 17.7 km/h (effort 01:01 / recup 75.0m x 00:29) - 15min d'intensité;37;🟥;;;;;CAP: VMA;
🟢S-04;Vendredi;2026-11-20;CAP;Footing de récupération Z1;Footing de récupération Z1 (138 min);138;🟦;;;;;CAP: VMA;
🟢S-04;*;2026-11-20;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩;;;;;;
🟢S-04;Samedi;2026-11-21;CAP;Sortie longue Z2;Sortie longue Z2 (297 min);297;🟩;;;;;CAP: VMA;
🟢S-04;Dimanche;2026-11-22;CAP;Footing de récupération Z1;Footing de récupération Z1 (138 min);138;🟦;;;;;CAP: VMA;
🟢S-03;Mercredi;2026-11-25;CAP;VC;VC 500m x 6 @ 11.1 km/h (effort 02:42 / recup 125.0m x 01:28) - 16min d'intensité;40;🟨;;;;;CAP: VC;
🟢S-03;Vendredi;2026-11-27;CAP;Footing de récupération Z1;Footing de récupération Z1 (113 min);113;🟦;;;;;CAP: VC;
🟢S-03;*;2026-11-27;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩;;;;;;
🟢S-03;Samedi;2026-11-28;CAP;Sortie longue Z2;Sortie longue Z2 (243 min);243;🟩;;;;;CAP: VC;
🟢S-03;Dimanche;2026-11-29;CAP;Footing de récupération Z1;Footing de récupération Z1 (113 min);113;🟦;;;;;CAP: VC;
🔵S-02;Mercredi;2026-12-02;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦;;;;;;
🔵S-02;Vendredi;2026-12-04;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦;;;;;;
🔵S-02;Samedi;2026-12-05;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦;;;;;;
🔵S-02;Dimanche;2026-12-06;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦;;;;;;
🔵S-01;Mercredi;2026-12-09;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦;;;;;;
🔵S-01;Vendredi;2026-12-11;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦;;;;;;
🔵S-01;Samedi;2026-12-12;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦;;;;;;
🔵S-01;Dimanche;2026-12-13;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦;;;;;;
🔵S-00;Mardi;2026-12-15;Course;Objectif;15/12/2026;0;⭐;;;;;;
🔵S-00;Mercredi;2026-12-16;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦;;;;;;
🔵S-00;Vendredi;2026-12-18;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦;;;;;;
🔵S-00;Samedi;2026-12-19;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦;;;;;;
🔵S-00;Dimanche;2026-12-20;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦;;;;;;
